0.242200 0.150400 0.660300
0.250390 0.164995 0.707614
0.257771 0.181781 0.751138
0.264729 0.197757 0.795214
0.270648 0.214676 0.836371
0.275114 0.234238 0.870986
0.278300 0.255871 0.899071
0.280333 0.278233 0.922100
0.281338 0.300595 0.941376
0.281014 0.322757 0.957886
0.279467 0.344671 0.971676
0.275971 0.366681 0.982905
0.269914 0.389200 0.990600
0.260243 0.412329 0.995157
0.244033 0.435833 0.998833
0.220643 0.460257 0.997286
0.196333 0.484719 0.989152
0.183405 0.507371 0.979795
0.178643 0.528857 0.968157
0.176438 0.549905 0.952019
0.168743 0.570262 0.935871
0.154000 0.590200 0.921800
0.146029 0.609119 0.907857
0.138024 0.627629 0.897290
0.124814 0.645929 0.888343
0.111252 0.663500 0.876314
0.095210 0.679829 0.859781
0.068871 0.694771 0.839357
0.029667 0.708167 0.816333
0.003571 0.720267 0.791700
0.006657 0.731214 0.766014
0.043329 0.741095 0.739410
0.096395 0.750000 0.712038
0.140771 0.758400 0.684157
0.171700 0.766962 0.655443
0.193767 0.775767 0.625100
0.216086 0.784300 0.592300
0.246957 0.791795 0.556743
0.290614 0.797290 0.518829
0.340643 0.800800 0.478857
0.390900 0.802871 0.435448
0.445629 0.802419 0.390919
0.504400 0.799300 0.348000
0.561562 0.794233 0.304481
0.617395 0.787619 0.261238
0.671986 0.779271 0.222700
0.724200 0.769843 0.191029
0.773833 0.759805 0.164610
0.820314 0.749814 0.153529
0.863433 0.740600 0.159633
0.903543 0.733029 0.177414
0.939257 0.728786 0.209957
0.972757 0.729771 0.239443
0.995648 0.743371 0.237148
0.996986 0.765857 0.219943
0.995205 0.789252 0.202762
0.989200 0.813567 0.188533
0.978629 0.838629 0.176557
0.967648 0.863900 0.164290
0.961010 0.889019 0.153676
0.959671 0.913457 0.142257
0.962795 0.937338 0.126510
0.969114 0.960629 0.106362
0.976900 0.983900 0.080500
